Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2570,Female,2,Sales Executive,Married,182650,9,Y,12,8,1,18,4,13,5,7,Involuntary,Tv fact life everybody picture case.
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2571,Female,1,Sales Executive,Divorced,161240,2,Y,23,8,1,8,2,5,1,4,Unk,
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2572,Female,3,Laboratory Technician,Married,25850,3,Y,12,8,0,9,5,4,0,1,Unk,
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,2573,Female,3,Manufacturing Director,Divorced,182130,8,Y,21,8,2,4,3,2,2,2,Voluntary,Dream return commercial. Gas will interview.
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,2574,Male,2,Healthcare Representative,Married,83800,0,Y,14,8,0,8,3,7,7,7,Unk,
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2575,Female,2,Manager,Single,29940,4,Y,18,8,1,12,2,4,0,3,Retirement,Pick memory station mother process election.
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2576,Female,5,Sales Executive,Single,12230,1,Y,13,8,1,10,3,10,0,9,Unk,
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,2577,Male,4,Research Scientist,Married,11180,1,Y,11,8,0,7,3,7,0,7,Unk,
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,2578,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0,Retirement,Most since article thousand.
39,No,Non-Travel,Research & Development,8,5,Medical,1,2579,Female,2,Sales Representative,Married,188240,6,Y,19,8,1,10,4,3,1,2,Unk,
27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,2580,Male,2,Healthcare Representative,Married,135770,1,Y,12,8,1,6,2,5,1,2,Unk,
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,2581,Female,2,Manufacturing Director,Married,26250,1,Y,12,8,3,16,4,15,6,11,Resignation,Stock professor pattern turn attention news.
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,2582,Male,1,Research Director,Single,187890,3,Y,16,8,1,6,4,2,2,2,Involuntary,Stuff campaign any huge you kid cup.
47,No,Non-Travel,Research & Development,1,4,Medical,1,2583,Male,1,Research Scientist,Married,45380,8,Y,11,8,0,16,3,8,1,7,Resignation,Avoid so despite. Risk bill cause school off.
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,2584,Female,2,Sales Executive,Married,198470,4,Y,14,8,0,6,6,0,0,0,Retirement,Billion provide season another.
39,No,Travel_Rarely,Research & Development,1,3,Other,1,2585,Female,1,Laboratory Technician,Married,105120,1,Y,12,8,1,10,2,10,7,9,Involuntary,Affect organization we organization well sense.
38,No,Travel_Frequently,Research & Development,4,2,Medical,1,2586,Female,1,Manager,Divorced,44440,1,Y,13,8,0,20,2,20,0,7,Retirement,Room force them drop catch. Consumer why rock.
58,No,Travel_Rarely,Sales,5,3,Marketing,1,2587,Male,5,Sales Representative,Married,21540,4,Y,21,8,1,29,3,1,0,0,Unk,
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2588,Male,2,Laboratory Technician,Single,191900,3,Y,17,8,1,8,2,4,0,3,Resignation,Bring guy religious week second technology.
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2589,Female,1,Sales Representative,Divorced,44900,2,Y,21,8,1,10,1,5,0,3,Unk,
49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,2590,Male,2,Research Scientist,Married,35060,3,Y,11,8,1,28,4,5,4,3,Unk,
42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2591,Female,1,Sales Executive,Divorced,23720,3,Y,12,8,1,14,3,0,0,0,Voluntary,Money few season own goal social.
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,2592,Male,4,Laboratory Technician,Married,102310,1,Y,13,8,1,1,2,1,0,0,Retirement,Thank person level north none analysis its.
35,No,Travel_Rarely,Research & Development,25,1,Medical,1,2593,Male,1,Sales Executive,Married,54100,0,Y,18,8,0,6,4,5,0,4,Voluntary,Create budget ground foot action note may.
28,No,Non-Travel,Research & Development,21,1,Medical,1,2594,Male,3,Research Scientist,Single,79780,1,Y,16,8,2,5,2,5,1,4,Unk,
31,No,Non-Travel,Sales,23,1,Medical,1,2595,Male,1,Sales Executive,Divorced,38670,1,Y,11,8,1,4,4,4,2,3,Unk,
36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2596,Male,2,Research Scientist,Married,28380,1,Y,19,8,2,5,5,5,0,2,Retirement,In business challenge rock environment.
34,No,Travel_Rarely,Sales,2,3,Marketing,1,2597,Male,4,Healthcare Representative,Single,46950,1,Y,16,8,1,14,2,14,2,1,Retirement,Personal themselves institution record.
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2598,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1,Unk,
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2599,Male,2,Research Scientist,Single,20800,0,Y,13,8,0,8,6,7,7,6,Unk,
29,No,Travel_Rarely,Research & Development,2,4,Other,1,2600,Male,2,Laboratory Technician,Married,20960,0,Y,22,8,0,6,2,5,0,2,Unk,
32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,2601,Male,3,Manager,Divorced,62090,5,Y,17,8,1,9,5,5,1,2,Voluntary,Me who grow similar realize.
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,2602,Female,2,Human Resources,Married,180610,1,Y,14,8,1,10,2,10,8,7,Resignation,Whether give voice pull make.
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,2603,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3,Voluntary,Fire necessary sing first traditional.
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,2604,Male,3,Sales Representative,Single,23720,4,Y,12,8,0,20,3,1,0,0,Voluntary,Left she before though finally.
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1,Y,18,8,1,10,1,10,0,9,Resignation,Enough final gun case.
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2606,Female,1,Manager,Single,39040,1,Y,15,8,0,7,2,7,0,7,Voluntary,Market effect Mrs owner.
32,No,Travel_Rarely,Research & Development,8,1,Medical,1,2607,Female,2,Research Scientist,Single,46270,8,Y,17,8,1,8,2,1,0,0,Voluntary,Stay word behavior financial.
31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,2608,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8,Unk,
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,2609,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,Unk,
54,No,Travel_Rarely,Research & Development,14,3,Other,1,2610,Male,3,Research Scientist,Married,66740,3,Y,17,8,1,9,2,4,2,3,Unk,
33,No,Travel_Frequently,Research & Development,2,4,Medical,1,2611,Female,4,Sales Executive,Divorced,168800,1,Y,14,8,3,9,2,9,2,8,Unk,
43,No,Travel_Rarely,Research & Development,3,3,Medical,1,2612,Male,1,Research Scientist,Married,90940,1,Y,12,8,1,10,0,10,0,9,Involuntary,Enough note majority positive catch trip.
38,No,Travel_Frequently,Research & Development,2,5,Medical,1,2613,Female,4,Sales Executive,Married,84460,0,Y,14,8,0,7,3,6,1,2,Unk,
55,No,Travel_Rarely,Sales,9,3,Marketing,1,2614,Male,2,Laboratory Technician,Married,119160,4,Y,15,8,1,35,3,10,1,4,Unk,
31,No,Travel_Rarely,Sales,6,3,Other,1,2615,Male,1,Manufacturing Director,Divorced,45340,1,Y,13,8,0,1,2,1,0,0,Unk,
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0,Y,12,8,1,21,5,20,11,10,Resignation,Man fall nature back church.
42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,2617,Female,2,Research Scientist,Single,61510,1,Y,13,8,1,20,3,20,3,7,Unk,
31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,2618,Male,2,Healthcare Representative,Married,23020,4,Y,14,8,0,13,3,11,4,8,Retirement,Structure play my piece partner them.
54,No,Travel_Rarely,Research & Development,1,3,Medical,1,2619,Female,2,Human Resources,Single,23620,6,Y,13,8,1,9,2,5,1,4,Unk,
24,No,Travel_Rarely,Research & Development,5,4,Other,1,2620,Male,1,Manufacturing Director,Single,178610,1,Y,11,8,2,4,5,4,1,2,Resignation,Organization north interview simply return.
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2621,Male,2,Research Scientist,Single,191870,1,Y,11,8,1,5,2,5,1,4,Unk,
40,No,Travel_Frequently,Research & Development,21,3,Medical,1,2622,Female,3,Research Scientist,Married,197170,1,Y,21,8,0,10,1,10,9,4,Unk,
40,No,Travel_Rarely,Research & Development,8,1,Medical,1,2623,Female,5,Research Scientist,Married,35440,3,Y,18,8,3,15,3,11,5,10,Involuntary,Congress foot television team.
25,No,Travel_Rarely,Sales,20,5,Medical,1,2624,Female,2,Laboratory Technician,Married,85000,4,Y,12,8,0,6,2,2,1,2,Unk,
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,2625,Male,2,Research Scientist,Married,46610,1,Y,11,8,0,12,3,12,1,7,Voluntary,Onto site natural situation wear.
25,No,Travel_Rarely,Research & Development,7,2,Medical,1,2626,Male,5,Sales Executive,Divorced,41030,6,Y,15,8,1,7,2,2,0,2,Involuntary,Than me read environment hour goal memory.
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2627,Male,2,Sales Executive,Single,42490,2,Y,13,8,1,25,2,17,12,11,Resignation,Chance summer fear usually.
33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2628,Male,2,Research Scientist,Divorced,140260,1,Y,12,8,0,1,4,1,0,0,Unk,
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2629,Female,2,Sales Executive,Married,68930,0,Y,17,8,0,16,3,15,5,8,Retirement,Politics plant at far trade sense.
31,No,Travel_Rarely,Research & Development,10,4,Medical,1,2630,Female,3,Sales Executive,Married,61250,0,Y,13,8,1,3,3,2,1,2,Unk,
38,No,Travel_Frequently,Research & Development,1,4,Other,1,2631,Male,2,Research Scientist,Married,36690,2,Y,19,8,0,10,2,8,7,7,Retirement,Social operation specific personal matter beyond.
42,No,Travel_Rarely,Research & Development,6,3,Medical,1,2632,Male,2,Laboratory Technician,Divorced,100080,6,Y,19,8,1,9,3,4,1,2,Involuntary,Loss sense above charge part describe.
41,No,Travel_Rarely,Sales,2,2,Medical,1,2633,Male,1,Healthcare Representative,Married,23870,3,Y,17,8,1,12,1,5,1,0,Unk,
47,No,Non-Travel,Research & Development,21,2,Medical,1,2634,Male,1,Sales Executive,Married,46390,0,Y,11,8,1,14,2,13,5,12,Unk,
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2635,Male,2,Healthcare Representative,Married,78980,7,Y,15,8,0,5,2,2,2,2,Resignation,Sister thought loss hotel eight realize.
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,2636,Male,2,Sales Executive,Single,25340,0,Y,11,8,0,4,1,3,1,2,Unk,
35,No,Travel_Rarely,Research & Development,9,3,Medical,1,2637,Female,2,Sales Executive,Single,131420,1,Y,25,8,2,10,4,10,0,8,Voluntary,Much try remember natural.
33,No,Travel_Rarely,Sales,3,4,Medical,1,2638,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1,Unk,
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2639,Male,3,Manufacturing Director,Single,53630,1,Y,13,8,0,6,4,6,4,1,Resignation,Scientist up policy save I.
40,No,Travel_Rarely,Research & Development,1,4,Medical,1,2640,Male,2,Research Director,Married,50710,8,Y,17,8,1,8,3,1,0,0,Retirement,Purpose feel summer nature small choose can.
32,No,Travel_Rarely,Research & Development,1,2,Medical,1,2641,Male,3,Sales Executive,Married,136950,0,Y,13,8,0,3,3,2,2,2,Unk,
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2642,Male,1,Sales Executive,Single,134020,7,Y,14,8,1,18,1,7,1,7,Resignation,Seat type month.
38,No,Travel_Rarely,Sales,20,4,Medical,1,2643,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11,Involuntary,Determine building society soldier.
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,2644,Male,2,Manager,Married,63770,1,Y,12,8,2,14,3,14,5,7,Involuntary,Television new fire board need list admit.
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2645,Female,4,Sales Executive,Married,54290,1,Y,17,8,1,16,3,16,6,8,Voluntary,Former think again effort.
25,No,Travel_Rarely,Research & Development,2,4,Medical,1,2646,Female,2,Manufacturing Director,Divorced,27850,0,Y,21,8,0,6,2,5,0,4,Involuntary,Future piece pull art.
52,No,Non-Travel,Research & Development,2,4,Other,1,2647,Male,1,Manager,Divorced,46140,2,Y,16,8,1,16,3,9,0,0,Retirement,Guy beat specific act as ability speak.
44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2648,Female,1,Sales Representative,Single,26100,6,Y,15,8,0,6,2,4,1,2,Resignation,Free town various cup. Animal may team hit.
21,No,Travel_Rarely,Sales,10,5,Medical,1,2649,Male,3,Research Scientist,Single,66870,1,Y,19,8,3,2,0,2,1,2,Unk,
39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,2650,Female,2,Research Director,Single,47240,2,Y,12,8,1,21,4,6,1,3,Unk,
23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,2651,Female,2,Manufacturing Director,Married,61790,1,Y,11,8,0,1,3,1,1,0,Involuntary,Describe hospital executive top sing.
36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2652,Female,2,Laboratory Technician,Married,61200,0,Y,19,8,0,10,2,9,3,4,Voluntary,Particularly trouble sister.
36,No,Travel_Frequently,Research & Development,16,1,Medical,1,2653,Male,2,Sales Executive,Divorced,105960,7,Y,15,8,0,18,3,4,0,2,Retirement,Nice hundred government.
56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,2654,Male,1,Sales Executive,Divorced,54670,1,Y,20,8,0,13,6,13,1,9,Voluntary,Design laugh top music policy.
29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,2655,Male,2,Sales Representative,Married,29960,9,Y,25,8,0,4,4,2,2,2,Unk,
42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,2656,Male,3,Research Scientist,Married,99980,5,Y,24,8,2,24,3,22,4,14,Unk,
56,Yes,Travel_Rarely,Sales,10,4,Other,1,2657,Male,2,Sales Executive,Married,40780,8,Y,24,8,1,14,3,10,9,8,Unk,
41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,2658,Female,1,Healthcare Representative,Married,109200,0,Y,15,8,1,21,3,20,0,10,Voluntary,Stage mission never one happen somebody single.
34,No,Travel_Rarely,Sales,1,3,Medical,1,2659,Female,1,Laboratory Technician,Married,62320,1,Y,13,8,1,8,3,8,1,7,Unk,
36,No,Non-Travel,Sales,1,1,Medical,1,2660,Female,1,Human Resources,Divorced,132470,1,Y,14,8,0,15,3,15,11,11,Retirement,Huge degree pull hit.
41,No,Travel_Rarely,Research & Development,1,5,Medical,1,2661,Male,1,Healthcare Representative,Divorced,40810,2,Y,13,8,0,14,3,5,0,4,Unk,
32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2662,Female,2,Research Scientist,Single,57690,1,Y,11,8,0,4,3,4,1,2,Unk,
35,No,Travel_Rarely,Research & Development,16,3,Medical,1,2663,Female,2,Healthcare Representative,Single,23940,1,Y,16,8,1,9,3,9,1,7,Voluntary,Suffer very particular rather.
38,No,Travel_Rarely,Research & Development,23,3,Medical,1,2664,Male,3,Sales Representative,Married,39040,1,Y,22,8,0,10,3,10,1,9,Unk,
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,2665,Female,2,Laboratory Technician,Divorced,167990,7,Y,14,8,1,12,2,6,0,1,Involuntary,Describe current question quite coach.
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,2666,Male,1,Healthcare Representative,Married,29500,4,Y,14,8,0,8,1,6,0,0,Voluntary,Recently agreement subject individual increase.
45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,2667,Male,1,Laboratory Technician,Single,36290,8,Y,16,8,1,8,2,5,0,1,Voluntary,Majority wide enjoy how.
40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2668,Male,1,Research Scientist,Single,93620,2,Y,11,8,1,8,6,2,2,2,Voluntary,Improve himself side.
35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,2669,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2,Unk,
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,2670,Male,1,Manager,Married,35780,2,Y,14,8,1,20,2,5,0,2,Involuntary,Industry notice cup early.
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,2671,Male,2,Research Scientist,Married,79880,1,Y,18,8,0,4,3,4,1,1,Retirement,More best if page.
29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2672,Male,3,Sales Executive,Married,42840,4,Y,11,8,0,10,5,4,0,3,Unk,
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,2673,Male,2,Sales Representative,Single,75530,1,Y,19,8,0,5,3,5,0,4,Unk,
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,2674,Male,1,Research Scientist,Divorced,173280,4,Y,15,8,2,20,1,3,2,0,Retirement,Production senior put.
39,No,Travel_Rarely,Sales,25,3,Medical,1,2675,Male,2,Sales Executive,Married,197010,0,Y,11,8,0,21,3,20,9,6,Unk,
31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,2676,Female,4,Sales Executive,Single,147320,0,Y,12,8,0,10,3,9,1,7,Resignation,Size shake far example.
26,No,Travel_Rarely,Research & Development,11,4,Medical,1,2677,Male,2,Manager,Single,92780,0,Y,20,8,0,5,3,4,0,0,Involuntary,Rather make power.
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,2678,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3,Unk,
39,No,Travel_Rarely,Research & Development,2,1,Medical,1,2679,Female,1,Research Scientist,Married,47790,4,Y,14,8,2,9,3,7,1,7,Resignation,Figure kind agent send even west.
27,No,Travel_Rarely,Research & Development,8,2,Medical,1,2680,Male,1,Laboratory Technician,Married,164220,1,Y,20,8,1,6,3,6,0,3,Unk,
49,No,Travel_Frequently,Research & Development,6,1,Medical,1,2681,Male,3,Healthcare Representative,Married,29960,2,Y,18,8,1,17,2,9,0,8,Voluntary,Figure enjoy sell work discuss former.
34,No,Travel_Rarely,Sales,4,3,Medical,1,2682,Female,1,Sales Executive,Married,12610,2,Y,14,8,1,6,6,4,1,2,Retirement,Perform leader research again term.
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2683,Female,1,Research Scientist,Single,20990,8,Y,12,8,1,8,2,6,0,5,Unk,
49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,2684,Female,2,Manufacturing Director,Married,58100,1,Y,21,8,1,10,2,10,1,7,Unk,
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2685,Male,1,Sales Executive,Single,56470,6,Y,19,8,0,7,2,0,0,0,Unk,
33,No,Travel_Frequently,Research & Development,10,2,Medical,1,2686,Male,2,Research Scientist,Married,34200,1,Y,14,8,0,8,3,8,3,0,Involuntary,Past agreement focus back.
27,No,Travel_Rarely,Sales,5,4,Medical,1,2687,Female,4,Manufacturing Director,Married,44000,9,Y,17,8,1,6,3,2,2,2,Voluntary,Stock indeed about brother campaign.
32,No,Travel_Frequently,Research & Development,9,2,Medical,1,2688,Female,2,Research Scientist,Single,35000,0,Y,16,8,1,8,2,7,3,6,Unk,
59,No,Travel_Rarely,Sales,2,2,Marketing,1,2689,Female,5,Sales Representative,Married,20660,4,Y,12,8,1,12,3,1,0,0,Voluntary,Decide statement future ball.
30,No,Travel_Rarely,Research & Development,11,4,Medical,1,2690,Male,2,Laboratory Technician,Divorced,171690,1,Y,17,8,2,1,2,1,0,0,Unk,
38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,2691,Male,2,Healthcare Representative,Single,41620,0,Y,15,8,1,10,1,9,1,8,Unk,
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2692,Male,1,Sales Executive,Married,92040,6,Y,23,8,1,17,2,7,7,7,Voluntary,Pay avoid seem unit might month run.
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,2693,Male,2,Manager,Married,32940,0,Y,11,8,0,6,2,5,0,3,Unk,
29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,2694,Male,2,Laboratory Technician,Single,21270,0,Y,11,8,1,10,3,9,0,8,Resignation,Event TV few much continue success.
31,No,Travel_Rarely,Research & Development,2,2,Medical,1,2695,Male,2,Laboratory Technician,Divorced,39750,1,Y,15,8,1,5,3,5,4,3,Retirement,Resource collection house seek sound wind.
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0,Y,11,8,3,3,1,2,1,2,Voluntary,Professional military easy so.
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2697,Male,5,Research Director,Single,100960,NA,Y,13,8,0,6,2,4,0,3,Unk,
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2698,Female,4,Laboratory Technician,Divorced,36460,1,Y,14,8,0,10,3,10,8,8,Resignation,Star idea alone.
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,2699,Female,2,Research Director,Divorced,74460,0,Y,19,8,0,7,3,6,0,5,Resignation,Magazine matter a teach.
22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2700,Female,3,Sales Executive,Divorced,108510,1,Y,16,8,1,1,2,1,0,0,Unk,
53,No,Travel_Rarely,Research & Development,11,3,Medical,1,2701,Male,2,Manager,Married,21090,2,Y,13,8,0,31,3,25,3,7,Resignation,Enjoy relationship page billion.
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2702,Female,1,Manufacturing Director,Single,37220,5,Y,14,8,0,6,0,3,1,2,Unk,
24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,2703,Male,3,Research Scientist,Divorced,93800,0,Y,16,8,0,5,2,4,1,3,Unk,
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2704,Male,1,Research Director,Single,54860,7,Y,12,8,1,10,2,5,0,3,Voluntary,Read nice continue itself attack happen.
34,No,Travel_Rarely,Sales,24,3,Marketing,1,2705,Male,4,Research Scientist,Single,27420,0,Y,11,8,1,13,2,12,2,11,Resignation,Tell its wind child more though.
21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2706,Male,2,Manufacturing Director,Single,137570,1,Y,12,8,1,0,3,0,0,0,Involuntary,Program personal mean life source reach.
34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,2707,Female,2,Research Scientist,Single,84630,2,Y,13,8,0,8,2,4,1,3,Resignation,Example trip behavior himself young.
53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2708,Male,5,Human Resources,Divorced,31620,4,Y,15,8,0,26,4,14,4,8,Voluntary,Avoid that school central member.
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,2709,Female,2,Manufacturing Director,Single,165980,1,Y,13,8,0,10,2,10,6,7,Involuntary,Food information day art PM leader.
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2710,Male,2,Laboratory Technician,Married,66510,0,Y,20,8,0,10,5,9,4,2,Unk,
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2711,Female,1,Manufacturing Director,Married,23450,3,Y,15,8,2,24,0,22,5,17,Involuntary,Easy film last fact discuss. Enough worker wall.
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2712,Female,1,Research Scientist,Single,34200,3,Y,13,8,2,22,3,2,2,1,Voluntary,Week campaign later realize magazine.
33,No,Travel_Rarely,Sales,3,3,Medical,1,2713,Male,1,Manufacturing Director,Single,43730,4,Y,14,8,0,7,3,1,0,0,Unk,
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,2714,Male,5,Healthcare Representative,Married,47590,2,Y,21,8,0,9,2,4,1,3,Unk,
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2715,Female,1,Research Scientist,Single,53010,1,Y,16,8,1,10,3,10,1,8,Unk,
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,2716,Male,1,Sales Executive,Married,36730,3,Y,14,8,1,19,3,1,0,0,Unk,
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1,2717,Male,3,Sales Executive,Married,47680,2,Y,11,8,1,6,2,2,2,0,Unk,
43,No,Travel_Rarely,Sales,9,5,Technical Degree,1,2718,Female,1,Research Director,Divorced,12740,1,Y,19,8,0,6,3,5,1,4,Unk,
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1,2719,Male,1,Research Director,Married,49000,1,Y,11,8,0,3,3,3,0,2,Retirement,Reveal real paper peace usually fly know century.
35,No,Travel_Rarely,Sales,2,4,Marketing,1,2720,Male,3,Manufacturing Director,Married,104660,1,Y,13,8,0,2,1,2,2,2,Unk,
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1,2721,Female,4,Sales Executive,Married,170070,9,Y,12,8,1,6,2,1,0,0,Involuntary,Member cost town create against decision.
33,No,Travel_Frequently,Sales,9,2,Marketing,1,2722,Male,4,Human Resources,Married,29090,2,Y,11,8,0,10,2,5,1,3,Voluntary,Draw health deal.
35,No,Travel_Rarely,Research & Development,10,1,Medical,1,2723,Male,1,Research Scientist,Divorced,57650,1,Y,14,8,1,1,2,1,0,0,Voluntary,Policy upon tend join individual direction yard.
27,No,Travel_Rarely,Sales,8,2,Marketing,1,2724,Female,3,Research Scientist,Divorced,45990,1,Y,15,8,1,1,3,1,0,0,Unk,
26,Yes,Travel_Rarely,Sales,4,3,Marketing,1,2725,Male,2,Manager,Single,24040,1,Y,12,8,0,1,6,1,0,1,Unk,
27,No,Travel_Frequently,Sales,24,3,Life Sciences,1,2726,Male,4,Healthcare Representative,Single,31720,1,Y,20,8,1,9,1,9,1,7,Voluntary,Through would building generation pay investment.
30,No,Travel_Frequently,Research & Development,1,4,Medical,1,2727,Male,1,Research Scientist,Single,20330,1,Y,14,8,1,12,3,12,3,7,Retirement,Seven trip current difference baby.
41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,2728,Male,2,Sales Executive,Married,102090,1,Y,13,8,1,23,2,22,15,8,Unk,
34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,2729,Female,1,Research Scientist,Single,86200,0,Y,13,8,1,10,2,9,8,7,Voluntary,Interest sit production sit director think.
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,2730,Female,3,Sales Executive,Married,20640,4,Y,16,8,0,8,3,1,0,0,Voluntary,Else feel no individual.
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1,2731,Male,3,Sales Executive,Single,40350,4,Y,14,8,1,14,2,9,0,8,Voluntary,Capital series something again ever.
35,No,Travel_Rarely,Research & Development,8,4,Medical,1,2732,Female,3,Research Scientist,Married,38380,1,Y,16,8,1,1,2,1,0,1,Retirement,More next spring around television million media.
